" 5.722347732","4","18"
" 9.440522174","7","17"
" 3.850762298","1","3"
" 4.199274349","2","14"
" 5.939690827","12","1"
" 9.407967483","16","13"
" 6.611970857","20","1"
" 3.010605993","1","19"
" 1.594539940","11","10"
" 9.046488547","16","5"
" 5.975594525","11","5"
" 6.743148022","7","1"
" 1.664327334","10","15"
" 7.422860579","17","2"
" 9.231904006","5","4"
" 4.325832938","10","8"
" 9.559859142","16","13"
"10.542237902","5","13"
" 5.370424666","5","10"
" 5.549515507","2","1"
" 5.072396438","11","17"
" 9.683759172","13","18"
" 7.966112419","17","16"
" 6.659979952","1","6"
" 7.901322692","3","20"
" 6.027436478","6","18"
" 2.464120187","11","14"
" 4.967099267","11","14"
" 5.895654482","6","10"
" 9.843821391","17","7"
" 8.616215115","13","1"
" 5.019250320","6","5"
" 8.411242175","8","7"
" 9.916353834","13","3"
" 3.584243802","6","16"
" 2.543879317","7","10"
" 3.467288416","11","20"
" 2.723909266","6","11"
" 8.332807303","16","13"
" 6.795798495","2","12"
" 3.335087675","15","3"
"10.427178558","20","13"
" 8.910495093","16","7"
" 5.933930118","6","10"
" 6.897539861","1","5"
" 5.361296189","8","11"
" 6.034284747","6","10"
" 6.560740155","13","14"
" 4.332999642","6","4"
" 4.181123092","8","6"
" 3.355805119","7","15"
" 6.976541239","12","17"
" 2.742814490","19","11"
" 4.891352342","4","10"
" 5.691234415","15","3"
" 9.517653541","8","5"
" 5.204370616","18","6"
" 7.890152260","16","5"
" 6.207459508","7","10"
"-1.277620238","15","11"
"12.557280086","13","13"
" 7.702512294","18","7"
" 4.613836002","1","3"
" 1.535822040","15","20"
" 1.858510627","6","6"
" 5.165494429","19","4"
" 6.194548063","10","6"
" 9.499479632","7","4"
" 7.438552898","20","8"
" 6.896525098","18","6"
" 4.201589293","12","11"
" 7.482678384","11","5"
"10.089549565","7","5"
" 6.758323204","2","1"
" 0.493877339","11","15"
" 6.106030647","1","4"
" 4.583173914","12","14"
" 9.126644542","17","13"
" 2.917634705","11","9"
" 1.029475257","18","15"
" 7.339273554","13","19"
" 4.173188233","7","19"
"10.538942704","8","13"
" 5.082880395","1","14"
" 2.988712555","3","15"
" 7.224959492","12","18"
" 8.133845166","1","13"
" 4.852660006","16","20"
" 7.411595416","6","20"
" 5.028758506","10","6"
" 8.887621413","5","8"
" 5.914959319","16","14"
" 5.696972574","19","4"
" 7.550297707","3","20"
" 4.293413266","3","19"
" 7.694420643","7","20"
" 6.069292879","16","1"
" 3.227063850","3","11"
"11.359329024","13","4"
" 6.199495599","19","4"
" 4.518787819","10","2"
" 5.157415822","20","12"
" 3.436987698","19","1"
" 7.703090959","20","4"
" 7.667767331","17","4"
" 2.647750530","7","15"
" 2.026096418","17","15"
" 6.817833363","18","17"
" 4.752859969","4","11"
" 2.493288299","2","15"
" 5.808135796","18","3"
" 4.011844105","1","14"
" 4.777464311","13","10"
" 9.385720773","7","17"
" 1.219513303","10","19"
" 1.794571063","15","17"
" 6.732886739","2","2"
" 7.442255350","2","7"
" 0.899595272","19","10"
" 6.438961288","2","1"
" 5.875651605","12","16"
" 4.467391282","3","19"
" 6.268846633","3","14"
" 6.600834114","16","1"
" 1.718481836","15","14"
" 4.621781517","12","1"
" 2.423628217","18","10"
" 9.749617141","8","5"
" 3.190323734","10","1"
" 8.442126223","20","2"
" 1.814914296","11","6"
" 5.932231871","17","1"
" 8.640913786","5","1"
"10.695331339","5","5"
" 8.521004376","7","2"
" 7.492595847","5","14"
" 5.722770701","13","11"
" 7.384422400","16","7"
" 6.403092266","6","5"
" 7.294458744","18","4"
" 4.369698555","17","6"
" 6.229171184","2","1"
" 3.919978553","1","19"
" 8.400075403","3","13"
" 3.339453249","10","17"
" 4.685362811","6","10"
"-1.938469275","19","15"
" 6.398667407","5","3"
" 0.791456058","10","9"
" 6.828032266","13","9"
" 3.682969712","8","15"
"10.220291866","4","5"
" 0.869722853","19","10"
" 3.232006091","10","1"
" 5.141182341","1","11"
" 2.360068070","11","11"
" 6.400898846","16","11"
" 7.626353757","11","4"
" 4.400239594","6","2"
" 7.706392679","20","13"
" 2.823434357","18","10"
" 6.638391221","2","18"
" 5.320110370","8","19"
" 7.196152741","16","17"
" 5.478428998","4","11"
" 3.943474842","8","10"
"11.195588882","5","13"
" 6.586656558","8","2"
" 5.906447723","7","1"
" 6.807888436","4","7"
" 1.016769531","19","10"
" 5.293039775","11","1"
" 7.733366078","4","4"
" 1.096920269","10","3"
" 1.256370150","10","15"
" 9.920155126","17","13"
" 6.337156699","6","10"
"-0.947246470","6","15"
" 7.022914977","4","1"
" 5.537394447","3","12"
" 3.293978600","3","19"
" 0.690305575","15","3"
" 5.155687016","10","20"
" 9.097932583","7","2"
" 7.282553066","16","20"
" 5.493621756","5","10"
" 7.683929063","7","2"
" 5.678336220","11","20"
" 3.889876661","8","10"
" 6.716708575","1","4"
" 6.909091184","16","16"
" 9.547890337","13","7"
" 4.624278852","18","2"
" 8.421231153","13","20"
" 4.361828970","11","12"
" 4.207177236","2","6"
" 1.822217991","19","3"
" 6.210269259","1","16"
" 6.256269936","4","18"
" 8.115794909","5","1"
"11.379362402","13","4"
" 8.142292558","17","13"
" 3.481336274","16","12"
" 5.930599002","17","12"
"-0.538174875","19","15"
" 3.768261607","17","9"
" 8.691600473","20","7"
" 8.496654539","1","7"
" 6.648599213","8","16"
" 2.543370606","11","10"
" 4.615184421","7","11"
" 9.564405026","7","16"
" 4.310243113","12","14"
" 7.003025300","20","1"
" 5.620848239","10","16"
" 2.830698037","2","10"
" 6.097917872","5","3"
" 8.009687903","12","13"
" 6.642612317","2","12"
" 7.995335450","3","12"
" 7.672470079","17","4"
" 5.294365061","6","2"
" 2.884556843","10","17"
" 2.302704707","17","15"
"10.476622965","5","5"
" 6.388252915","16","12"
" 6.535680786","5","6"
" 6.455271334","12","1"
" 0.673688110","12","15"
" 1.772290206","19","15"
" 7.112334342","1","4"
"-1.605630205","15","15"
" 5.941144659","1","14"
" 6.925700051","4","4"
" 7.298934373","18","20"
" 5.366766085","19","8"
" 9.203277992","7","7"
" 4.856774745","6","6"
" 3.219669810","18","14"
" 8.877887854","2","5"
" 0.100327217","15","11"
" 5.833243930","3","16"
" 6.443241977","11","5"
" 4.573196407","6","14"
" 5.907858604","7","9"
" 0.101291614","19","10"
" 1.509279354","1","15"
" 7.490879875","1","13"
" 2.594258111","3","6"
" 7.882587370","12","20"
" 1.884507052","15","8"
" 4.191828395","20","10"
" 9.489374018","5","2"
" 6.769086151","18","7"
" 1.526425427","8","15"
" 7.051004319","2","3"
" 6.174509800","4","1"
" 5.448917419","6","17"
" 6.939604544","19","8"
" 5.907431753","10","13"
" 8.135707156","15","13"
" 6.167865712","16","1"
" 3.182889128","10","19"
" 5.254038169","12","14"
" 7.575684398","8","12"
" 6.415363040","3","16"
" 3.404888155","1","11"
" 8.688733489","4","13"
"-2.314522143","15","15"
" 7.098199782","1","5"
" 7.309762690","8","5"
" 7.740172467","5","12"
" 4.928482457","11","8"
" 4.297059884","13","10"
" 4.771195208","3","16"
" 6.471281069","3","4"
" 4.546400130","4","10"
" 3.006824881","10","20"
" 5.448366690","3","12"
" 2.901764631","3","15"
" 1.834402760","10","4"
" 9.295572035","13","16"
" 4.250876631","20","9"
" 7.521465046","13","9"
" 4.727917870","7","3"
" 6.895797246","4","16"
" 2.431711736","19","10"
" 7.603769373","5","1"
" 3.696612029","10","17"
" 5.031362118","17","1"
" 8.602192597","5","16"
" 6.839862840","16","1"
" 7.419082974","7","12"
" 5.885392371","15","5"
" 7.623272346","17","2"
" 8.194198096","20","17"
" 4.124575952","6","14"
" 9.360735206","2","13"
" 3.486107009","1","19"
" 2.350703053","19","10"
"-0.478692621","15","1"
" 2.327058229","15","7"
" 9.316918769","8","13"
"10.067193860","2","5"
" 3.715847630","10","2"
" 5.626515281","8","2"
" 6.045712394","16","18"
" 8.490402931","5","4"
" 7.911701725","11","13"
"11.146926781","13","4"
" 4.469866742","17","19"
" 9.269312656","2","5"
" 5.791703075","1","3"
" 5.992777790","5","9"
" 6.907289785","5","19"
" 4.885289101","8","14"
" 0.319500586","15","19"
" 5.063985617","4","9"
" 5.617170867","11","4"
"-1.177005536","6","15"
" 5.439229560","20","19"
" 7.175210390","5","14"
" 2.326654776","1","14"
" 8.001881638","6","4"
" 7.657273001","16","8"
"-1.123554594","15","11"
" 6.517050563","8","14"
" 3.000322750","19","19"
" 4.872510887","18","3"
" 4.893521159","17","11"
" 2.040626094","18","11"
" 3.739238281","19","14"
" 2.718912815","16","10"
" 2.829316599","6","17"
" 7.919248955","12","13"
" 5.524044993","8","9"
"10.434826788","5","17"
" 4.568546759","2","6"
" 8.563027510","5","12"
" 8.472024510","13","20"
" 3.567917811","3","11"
" 5.217211802","20","12"
" 6.447136318","16","2"
" 7.023327883","15","4"
" 8.597585558","17","13"
" 4.556833554","2","9"
"-1.480201070","15","6"
" 9.201709522","18","5"
" 1.152846588","7","15"
" 4.687962377","18","18"
" 2.501552542","19","6"
" 8.594830994","12","5"
" 2.778336787","10","16"
" 8.931349652","8","8"
" 4.655249894","15","5"
" 5.613740606","6","1"
" 4.915994770","18","11"
" 9.042018454","13","9"
" 6.124841497","11","4"
" 5.696596763","1","6"
" 7.317079927","6","13"
" 2.148547066","19","9"
